0,1,2,3
The New York Times,,“Very dishonest!”,https://twitter.com/realDonaldTrump/status/736655485814857728
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/736655375911530498
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/735213812484345857
The New York Times,,“Failing”,https://twitter.com/realDonaldTrump/status/733691591198703616
The New York Times,,“will always take a good story about me and make it bad”,https://twitter.com/realDonaldTrump/status/733691591198703616
The New York Times,,“Every article is unfair and biased”,https://twitter.com/realDonaldTrump/status/733691591198703616
The New York Times,,“Very sad!”,https://twitter.com/realDonaldTrump/status/733691591198703616
The New York Times,,“a disgusting fraud”,https://twitter.com/realDonaldTrump/status/733348895615528960
The New York Times,,“has become a joke!”,https://twitter.com/realDonaldTrump/status/733113480207798272
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/732333137326444544
The New York Times,,"“false, malicious & libelous”",https://twitter.com/realDonaldTrump/status/732333137326444544
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/732333025325928448
The New York Times,,“totally dishonest”,https://twitter.com/realDonaldTrump/status/732333025325928448
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/732327433957953537
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/732230384071680001
The New York Times,,“a fraud!”,https://twitter.com/realDonaldTrump/status/732230384071680001
The New York Times,,“so dishonest”,https://twitter.com/realDonaldTrump/status/732196260636151808
The New York Times,,“totally dishonest”,https://twitter.com/realDonaldTrump/status/732163930236260352
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/731924988060651520
The New York Times,,“DISHONEST!”,https://twitter.com/realDonaldTrump/status/731924988060651520
The New York Times,,"“Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece”",https://twitter.com/realDonaldTrump/status/731923681522397184
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/731809410578808832
The New York Times,,“Everyone is laughing at the @nytimes for the lame hit piece they did on me and women”,https://twitter.com/realDonaldTrump/status/731804642368212992
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/731800205188796419
The New York Times,,“wrote yet another hit piece on me”,https://twitter.com/realDonaldTrump/status/731800205188796419
The New York Times,,“A joke!”,https://twitter.com/realDonaldTrump/status/731800205188796419
The New York Times,,“bad”,https://twitter.com/realDonaldTrump/status/725017409132855296
The New York Times,,“the most inaccurate coverage constantly”,https://twitter.com/realDonaldTrump/status/725017409132855296
The New York Times,,“Always trying to belittle”,https://twitter.com/realDonaldTrump/status/725017409132855296
The New York Times,,“has lost its way!”,https://twitter.com/realDonaldTrump/status/725017409132855296
The New York Times,,“a seriously failing paper”,https://twitter.com/realDonaldTrump/status/724409389570994176
The New York Times,,“Becoming irrelevant!”,https://twitter.com/realDonaldTrump/status/724409389570994176
The New York Times,,“covers me so inaccurately”,https://twitter.com/realDonaldTrump/status/719158083684069376
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/713006944047534081
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/709089928324489216
The New York Times,,“truly one of the worst newspapers”,https://twitter.com/realDonaldTrump/status/709089928324489216
The New York Times,,“They knowingly write lies”,https://twitter.com/realDonaldTrump/status/709089928324489216
The New York Times,,“never even call to fact check”,https://twitter.com/realDonaldTrump/status/709089928324489216
The New York Times,,“Really bad people!”,https://twitter.com/realDonaldTrump/status/709089928324489216
The New York Times,,“allows dishonest writers to totally fabricate stories”,http://twitter.com/realDonaldTrump/status/689458468835569664
The New York Times,,“failing”,http://twitter.com/realDonaldTrump/status/689458468835569664
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/680153902952615936
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/674560648790089728
The New York Times,,“change your false story”,https://twitter.com/realDonaldTrump/status/674066482322649089
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/674066482322649089
The New York Times,,“should focus on fair and balanced reporting”,https://twitter.com/realDonaldTrump/status/669995673945808896
The New York Times,,“boring articles”,https://twitter.com/realDonaldTrump/status/669995673945808896
The New York Times,,“big help will be needed fast”,https://twitter.com/realDonaldTrump/status/669694813005094912
The New York Times,,“SAD!”,https://twitter.com/realDonaldTrump/status/669694813005094912
The New York Times,,“made all bad decisions over the last decade”,https://twitter.com/realDonaldTrump/status/669692360465514496
The New York Times,,“incompetent”,https://twitter.com/realDonaldTrump/status/669692360465514496
The New York Times,,“dopes”,https://twitter.com/realDonaldTrump/status/669690995857080320
The New York Times,,“poorly run and managed”,https://twitter.com/realDonaldTrump/status/669689398112460800
The New York Times,,“failing”,https://twitter.com/realDonaldTrump/status/669687491100844032
The New York Times,,“should be focused on good reporting and the papers financial survival”,https://twitter.com/realDonaldTrump/status/669687491100844032
The New York Times,,“false @nytimes story”,https://twitter.com/realDonaldTrump/status/628227256830271488
New York Times articles ,,“phony”,https://twitter.com/realDonaldTrump/status/786560925113266176
New York Times articles ,,“a TOTAL FABRICATION”,https://twitter.com/realDonaldTrump/status/786560925113266176
New York Times articles ,,“such bad reporting”,https://twitter.com/realDonaldTrump/status/662604464830988288
New York Times articles ,,“a puff piece”,https://twitter.com/realDonaldTrump/status/662604464830988288
The New Yorker,magazine,“falsely reported that I was going to take the extraordinary step of denying Intelligence Briefings to President Obama”,https://twitter.com/realDonaldTrump/status/1031861173149413376
United States Court of Appeals for the Ninth Circuit,,“a complete & total disaster”,https://twitter.com/realDonaldTrump/status/1065581119242940416
United States Court of Appeals for the Ninth Circuit,,“out of control”,https://twitter.com/realDonaldTrump/status/1065581119242940416
United States Court of Appeals for the Ninth Circuit,,“has a horrible reputation”,https://twitter.com/realDonaldTrump/status/1065581119242940416
United States Court of Appeals for the Ninth Circuit,,“is used to get an almost guaranteed result”,https://twitter.com/realDonaldTrump/status/1065581119242940416
United States Court of Appeals for the Ninth Circuit,,“They know nothing”,https://twitter.com/realDonaldTrump/status/1065583286188158976
United States Court of Appeals for the Ninth Circuit,,“making our Country unsafe”,https://twitter.com/realDonaldTrump/status/1065583286188158976
United States Court of Appeals for the Ninth Circuit,,“It would be great if the 9th Circuit was indeed an “independent judiciary””,https://twitter.com/realDonaldTrump/status/1065346909362143232
United States Court of Appeals for the Ninth Circuit,,“making our country unsafe!”,https://twitter.com/realDonaldTrump/status/1065351478347530241
United States Court of Appeals for the Ninth Circuit,,“Very dangerous and unwise!”,https://twitter.com/realDonaldTrump/status/1065351478347530241
United States Court of Appeals for the Ninth Circuit,,“people who know nothing about security and the safety of our citizens”,https://twitter.com/realDonaldTrump/status/1065359825654169600
United States Court of Appeals for the Ninth Circuit,,“Not good!”,https://twitter.com/realDonaldTrump/status/1065359825654169600
United States Court of Appeals for the Ninth Circuit,,“ridiculous rulings”,https://twitter.com/realDonaldTrump/status/857177434210304001
United States Court of Appeals for the Ninth Circuit,,“has a terrible record”,https://twitter.com/realDonaldTrump/status/857182179469774848
United States Court of Appeals for the Ninth Circuit,,“Messy system”,https://twitter.com/realDonaldTrump/status/857182179469774848
Cynthia Nixon,Actress; candidate for New York governor,“a Super Liberal Actress”,https://twitter.com/realDonaldTrump/status/1030536210194882561
Nordstrom,Department store,“Ivanka has been treated so unfairly by @Nordstrom”,https://twitter.com/realDonaldTrump/status/829356871848951809
Nordstrom,Department store,“Terrible!”,https://twitter.com/realDonaldTrump/status/829356871848951809
North American Free Trade Agreement,,“terrible”,https://twitter.com/realDonaldTrump/status/1068516326010830849
North American Free Trade Agreement,,“one of the WORST Trade Deals ever made”,https://twitter.com/realDonaldTrump/status/1035908242277376001
North American Free Trade Agreement,,“should never have been signed”,https://twitter.com/realDonaldTrump/status/1035908242277376001
North American Free Trade Agreement,,“a bad joke!”,https://twitter.com/realDonaldTrump/status/953951365532876800
North American Free Trade Agreement,,“worst trade deal ever made”,https://twitter.com/realDonaldTrump/status/901804388649500672
North American Free Trade Agreement,,“a one-sided deal from the beginning”,https://twitter.com/realDonaldTrump/status/824615820391305216
North American Free Trade Agreement,,“worst deal in US history”,https://twitter.com/realDonaldTrump/status/788914665136922624
North American Free Trade Agreement,,“the worst economic deal in U.S. history”,https://twitter.com/realDonaldTrump/status/732576889538260992
North Atlantic Treaty Organization,International alliance,“weak”,https://twitter.com/realDonaldTrump/status/1019218575691837443
North Atlantic Treaty Organization,International alliance,“Europe’s borders are BAD!”,https://twitter.com/realDonaldTrump/status/1017190186269184001
North Atlantic Treaty Organization,International alliance,“must pay MORE”,https://twitter.com/realDonaldTrump/status/1016633811378073602
North Atlantic Treaty Organization,International alliance,“Very Unfair!”,https://twitter.com/realDonaldTrump/status/1016633811378073602
North Atlantic Treaty Organization,International alliance,“countries that rip us off”,https://twitter.com/realDonaldTrump/status/1005985339121504256
North Atlantic Treaty Organization,International alliance,“obsolete”,https://twitter.com/realDonaldTrump/status/712969068396093440
North Korea,,“a rogue nation”,https://twitter.com/realDonaldTrump/status/904307898213433344
North Korea,,“a great threat and embarrassment to China”,https://twitter.com/realDonaldTrump/status/904307898213433344
North Korea,,“they only understand one thing”,https://twitter.com/realDonaldTrump/status/904309527381716992
North Korea,,"“U.S. has been talking to North Korea, and paying them extortion money, for 25 years”",https://twitter.com/realDonaldTrump/status/902875515534626817
North Korea,,"“has shown great disrespect for their neighbor, China”",http://twitter.com/realDonaldTrump/status/869166145894535169
North Korea,,“Bad!”,https://twitter.com/realDonaldTrump/status/858100088253669376
North Korea,,“looking for trouble”,https://twitter.com/realDonaldTrump/status/851767718248361986
Ralph Northam,Governor of Virginia,“will allow crime to be rampant in Virginia”,https://twitter.com/realDonaldTrump/status/927851387857367040
Ralph Northam,Governor of Virginia,“weak on crime”,https://twitter.com/realDonaldTrump/status/927851387857367040
Ralph Northam,Governor of Virginia,“weak on our GREAT VETS”,https://twitter.com/realDonaldTrump/status/927851387857367040
Ralph Northam,Governor of Virginia,“Anti-Second Amendment”,https://twitter.com/realDonaldTrump/status/927851387857367040
Ralph Northam,Governor of Virginia,“has been horrible on Virginia economy”,https://twitter.com/realDonaldTrump/status/927851452185407490
Ralph Northam,Governor of Virginia,“doesn't even show up to meetings/work”,http://twitter.com/realDonaldTrump/status/923552633633337344
Ralph Northam,Governor of Virginia,“will be VERY weak on crime!”,http://twitter.com/realDonaldTrump/status/923552633633337344
Ralph Northam,Governor of Virginia,“fighting for the violent MS-13 killer gangs & sanctuary cities”,https://twitter.com/realDonaldTrump/status/916120435762266114
Michael Nutter,Former mayor of Philadelphia,“doing a terrible job”,https://twitter.com/realDonaldTrump/status/674619869967593472
Michael Nutter,Former mayor of Philadelphia,“low life”,https://twitter.com/realDonaldTrump/status/674619869967593472
Michael Nutter,Former mayor of Philadelphia,“a crude dope!”,https://twitter.com/realDonaldTrump/status/674579252956815360
OPEC,,“Not good!”,https://twitter.com/realDonaldTrump/status/1006866982833131520
OPEC,,“Oil prices are artificially Very High!”,https://twitter.com/realDonaldTrump/status/987284041304100864
OPEC,,“No good and will not be accepted!”,https://twitter.com/realDonaldTrump/status/987284041304100864
Barack Obama,,“had a big campaign finance violation”,https://twitter.com/realDonaldTrump/status/1032260490439864320
Barack Obama,,“got nowhere with North Korea”,https://twitter.com/realDonaldTrump/status/1008725438972211200
Barack Obama,,“did NOTHING about North Korea”,https://twitter.com/realDonaldTrump/status/1005028243760611328
Barack Obama,,"“He was in charge, not me, and did nothing”",https://twitter.com/realDonaldTrump/status/1000837182297464832
Barack Obama,,“Cheatin’ Obama”,https://twitter.com/realDonaldTrump/status/981126375716409344
Barack Obama,,“why didn't he do something about Russian meddling?”,https://twitter.com/realDonaldTrump/status/965676314576543744
Barack Obama,,“failed policies”,https://twitter.com/realDonaldTrump/status/950206523690639360
Barack Obama,,“had zero chemistry with Putin”,https://twitter.com/realDonaldTrump/status/929509950811881472
Barack Obama,,“NOTHING about Russia”,http://twitter.com/realDonaldTrump/status/879317636164841474
Barack Obama,,“colluded or obstructed”,http://twitter.com/realDonaldTrump/status/879320905608044544
Barack Obama,,“did NOTHING after being informed in August about Russian meddling”,http://twitter.com/realDonaldTrump/status/879323238425395200
Barack Obama,,“a disaster!”,https://twitter.com/realDonaldTrump/status/839268048313929729
Barack Obama,,“Weak!”,https://twitter.com/realDonaldTrump/status/839101660886614016
Barack Obama,,“Terrible!”,https://twitter.com/realDonaldTrump/status/837989835818287106
Barack Obama,,“had my “wires tapped” in Trump Tower just before the victory”,https://twitter.com/realDonaldTrump/status/837989835818287106
Barack Obama,,“A NEW LOW!”,https://twitter.com/realDonaldTrump/status/837993273679560704
Barack Obama,,“How low has President Obama gone to tapp my phones during the very sacred election process”,https://twitter.com/realDonaldTrump/status/837996746236182529
Barack Obama,,“Bad (or sick) guy!”,https://twitter.com/realDonaldTrump/status/837996746236182529
Barack Obama,,“he thinks he would have won against me. He should say that but I say NO WAY!”,https://twitter.com/realDonaldTrump/status/813498739923054593
Barack Obama,,"“If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!”",https://twitter.com/realDonaldTrump/status/794617042888491008
Barack Obama,,“Why is he campaigning instead of creating jobs & fixing Obamacare? Get back to work”,https://twitter.com/realDonaldTrump/status/794197242471124992
Barack Obama,,“not a natural deal maker”,https://twitter.com/realDonaldTrump/status/772793658072559616
Barack Obama,,“Only makes bad deals!”,https://twitter.com/realDonaldTrump/status/772793658072559616
Barack Obama,,"“should have gone to Louisiana days ago, instead of golfing. Too little, too late!”",https://twitter.com/realDonaldTrump/status/768119463421943808
Barack Obama,,“disastrous judgment”,https://twitter.com/realDonaldTrump/status/761386025323225088
Barack Obama,,“perhaps the worst president in the history of the United States!”,https://twitter.com/realDonaldTrump/status/760552601356267520
Barack Obama,,“doesn't have a clue”,https://twitter.com/realDonaldTrump/status/754789482621243392
Barack Obama,,“trying to destroy Israel with all his bad moves”,https://twitter.com/realDonaldTrump/status/753349911983235072
Barack Obama,,“living in a world of the make believe!”,https://twitter.com/realDonaldTrump/status/752207752852832256
Barack Obama,,“WEAK leadership”,https://twitter.com/realDonaldTrump/status/752110630031749120
Barack Obama,,“failed”,https://twitter.com/realDonaldTrump/status/741590381503086592
Barack Obama,,“the worst president in U.S. history!”,https://twitter.com/realDonaldTrump/status/732377163505225728
Barack Obama,,“weak”,https://twitter.com/realDonaldTrump/status/712357600621432832
Barack Obama,,“looks and sounds so ridiculous”,https://twitter.com/realDonaldTrump/status/712291134991691777
Barack Obama,,“perhaps the worst president in U.S. history!”,https://twitter.com/realDonaldTrump/status/699913243251339265
Barack Obama,,"“spends so much time speaking of the so-called Carbon footprint, and yet he flies all the way to Hawaii on a massive old 747”",https://twitter.com/realDonaldTrump/status/678295001391087616
Barack Obama,,“Is our president insane?”,https://twitter.com/realDonaldTrump/status/666615398574530560
Barack Obama,,“has a horrible attitude”,https://twitter.com/realDonaldTrump/status/666606474613886976
Barack Obama,,“he is just so bad!”,https://twitter.com/realDonaldTrump/status/665524569961287680
Barack Obama,,“I did much better on 60 Minutes last week than President Obama did tonight”,https://twitter.com/realDonaldTrump/status/653387672891822080
Barack Obama,,“terrible”,https://twitter.com/realDonaldTrump/status/653385381526806528
Barack Obama,,“horrible”,https://twitter.com/realDonaldTrump/status/645230169997881344
Barack Obama,,“incompetent leader”,https://twitter.com/realDonaldTrump/status/626079024373202946
Barack Obama,,“all talk & no action”,https://twitter.com/realDonaldTrump/status/626068052891836416
Barack Obama,,“hollowing out our military”,https://twitter.com/realDonaldTrump/status/619220020766330880
Barack Obama,,“weak & ineffective”,https://twitter.com/realDonaldTrump/status/616693070969577473
The Obama administration,,“did NOTHING on trade except let other countries rip off the United States”,https://twitter.com/realDonaldTrump/status/1000145873274359809
The Obama administration,,“not a big fan”,https://twitter.com/realDonaldTrump/status/951679619341737986
The Obama administration,,“weak illegal immigration policies”,https://twitter.com/realDonaldTrump/status/854268119774367745
The Obama administration,,“allowed bad MS 13 gangs to form”,https://twitter.com/realDonaldTrump/status/854268119774367745
The Obama administration,,“total failure”,https://twitter.com/realDonaldTrump/status/853942936337350656
The Obama administration,,“incompetence of our current administration is beyond comprehension”,https://twitter.com/realDonaldTrump/status/651136309029834752
Obamacare,,“OWNED by the Democrats”,https://twitter.com/realDonaldTrump/status/933837062293291008
Obamacare,,“a disaster”,https://twitter.com/realDonaldTrump/status/933837062293291008
Obamacare,,“a 'product' that never had a chance of working”,https://twitter.com/realDonaldTrump/status/920408108194783232
Obamacare,,“causing such grief and tragedy for so many”,https://twitter.com/realDonaldTrump/status/919009334016856065
Obamacare,,“imploding”,https://twitter.com/realDonaldTrump/status/918772522983874561
Obamacare,,“a broken mess”,https://twitter.com/realDonaldTrump/status/918797009133465600
Obamacare,,"“badly broken, big premiums”",https://twitter.com/realDonaldTrump/status/916638685914951680
Obamacare,,“imploding”,https://twitter.com/realDonaldTrump/status/891332290474848257
Obamacare,,“torturing the American People”,http://twitter.com/realDonaldTrump/status/889796918615920640
Obamacare,,“disastrous”,http://twitter.com/realDonaldTrump/status/889274373689028609
Obamacare,,“Nightmare!”,http://twitter.com/realDonaldTrump/status/889599425458327552
Obamacare,,“dead”,http://twitter.com/realDonaldTrump/status/888736256145985536
Obamacare,,“failing”,http://twitter.com/realDonaldTrump/status/887134287350439936
Obamacare,,“DISASTER”,http://twitter.com/realDonaldTrump/status/886283456644251652
Obamacare,,“disaster”,http://twitter.com/realDonaldTrump/status/885772254017187840
Obamacare,,“broken”,http://twitter.com/realDonaldTrump/status/878717095701336064
Obamacare,,“dead”,http://twitter.com/realDonaldTrump/status/876964061027684352
Obamacare,,“dead”,http://twitter.com/realDonaldTrump/status/876778344636928000
Obamacare,,“in a death spiral”,http://twitter.com/realDonaldTrump/status/874626492310978564
Obamacare,,“failing”,https://twitter.com/realDonaldTrump/status/873884774041079808
Obamacare,,“dead”,http://twitter.com/realDonaldTrump/status/868979531641741313
Obamacare,,“dead!”,http://twitter.com/realDonaldTrump/status/860573284462669824
Obamacare,,“on its last legs”,http://twitter.com/realDonaldTrump/status/860637673744195584
Obamacare,,“dead!”,http://twitter.com/realDonaldTrump/status/860637673744195584
Obamacare,,“lie”,http://twitter.com/realDonaldTrump/status/860188065758838785
Obamacare,,“it is dead”,http://twitter.com/realDonaldTrump/status/860191508619722752
Obamacare,,“You can't compare anything to ObamaCare because ObamaCare is dead”,http://twitter.com/realDonaldTrump/status/858659215451271168
Obamacare,,“failure”,https://twitter.com/realDonaldTrump/status/857557522584088576
Obamacare,,“disastrous”,https://twitter.com/realDonaldTrump/status/857370270776086528
Obamacare,,“in a death spiral!”,https://twitter.com/realDonaldTrump/status/856557986474491904
Obamacare,,“in serious trouble”,https://twitter.com/realDonaldTrump/status/856150719656755200
Obamacare,,“dead”,https://twitter.com/realDonaldTrump/status/848204870876356608
Obamacare,,“will explode”,https://twitter.com/realDonaldTrump/status/845645916732358656
Obamacare,,“horrible”,https://twitter.com/realDonaldTrump/status/845247455868391425
Obamacare,,“bad healthcare”,https://twitter.com/realDonaldTrump/status/845247455868391425
Obamacare,,“imploding”,https://twitter.com/realDonaldTrump/status/841275470796738560
Obamacare,,“a disaster”,https://twitter.com/realDonaldTrump/status/841275470796738560
Obamacare,,“imploding”,https://twitter.com/realDonaldTrump/status/840572799202783233
Obamacare,,“will only get worse”,https://twitter.com/realDonaldTrump/status/840572799202783233
Obamacare,,“a complete and total disaster”,https://twitter.com/realDonaldTrump/status/839086723552411648
Obamacare,,“imploding fast!”,https://twitter.com/realDonaldTrump/status/839086723552411648
Obamacare,,“continues to fail”,https://twitter.com/realDonaldTrump/status/831636777110757377
Obamacare,,“The 'Unaffordable' Care Act”,https://twitter.com/realDonaldTrump/status/819869953692155904
Obamacare,,“was a lie from the beginning”,https://twitter.com/realDonaldTrump/status/816977937731878912
Obamacare,,“bad”,https://twitter.com/realDonaldTrump/status/816977032433270784
Obamacare,,“will fall of its own weight”,https://twitter.com/realDonaldTrump/status/816652088662958082
Obamacare,,“failed”,https://twitter.com/realDonaldTrump/status/816644321768312832
Obamacare,,“disaster”,https://twitter.com/realDonaldTrump/status/816644321768312832
Obamacare,,“lousy”,https://twitter.com/realDonaldTrump/status/816265668958031872
Obamacare,,“just doesn't work”,https://twitter.com/realDonaldTrump/status/816264484629184513
Obamacare,,“a total disaster”,https://twitter.com/realDonaldTrump/status/794155725152980992
Obamacare,,“disaster”,https://twitter.com/realDonaldTrump/status/792049535195439104
Obamacare,,“a disaster”,https://twitter.com/realDonaldTrump/status/791614912833449984
Obamacare,,“a disaster”,https://twitter.com/realDonaldTrump/status/791017424426504192
Obamacare,,“Rates going through the sky - ready to explode”,https://twitter.com/realDonaldTrump/status/791017424426504192
Obamacare,,“I will fix it. Hillary can't!”,https://twitter.com/realDonaldTrump/status/791017424426504192
Obamacare,,“a disaster - as I've been saying from the beginning”,https://twitter.com/realDonaldTrump/status/790951230906458113
Obamacare,,“a disaster!”,https://twitter.com/realDonaldTrump/status/790936603590033408
Obamacare,,“disastrous”,https://twitter.com/realDonaldTrump/status/789224624320028672
Obamacare,,“a complete disaster”,https://twitter.com/realDonaldTrump/status/788852833810427905
Obamacare,,“disaster!”,https://twitter.com/realDonaldTrump/status/786700864752914433
Obamacare,,“horrible disaster”,https://twitter.com/realDonaldTrump/status/770381482229657602
Obamacare,,“a disaster!”,https://twitter.com/realDonaldTrump/status/766002945485864961
Obamacare,,“disastrous”,http://twitter.com/realDonaldTrump/status/764154460264394752
Obamacare,,“just the beginning & it's going to get worse”,https://twitter.com/realDonaldTrump/status/667440398948810753
Tim O'Brien,"Journalist, Bloomberg",“dumb guy with no clue”,https://twitter.com/realDonaldTrump/status/624166285363015681
Tim O'Brien,"Journalist, Bloomberg",“really stupid talking head”,https://twitter.com/realDonaldTrump/status/624166285363015681
Tim O'Brien,"Journalist, Bloomberg",“dopey writer”,https://twitter.com/realDonaldTrump/status/624048146100977664
Clare O'Connor,"Staff writer, Forbes",“dummy”,https://twitter.com/realDonaldTrump/status/619192203953479680
Clare O'Connor,"Staff writer, Forbes",“dummy”,https://twitter.com/realDonaldTrump/status/619192063687569412
Clare O'Connor,"Staff writer, Forbes",“dummy writer”,https://twitter.com/realDonaldTrump/status/619191996142501888
Danny O’Connor,Congressional candidate ,“controlled by Nancy Pelosi”,https://twitter.com/realDonaldTrump/status/1026781688167366656
Danny O’Connor,Congressional candidate ,"“weak on Crime, the Border, Military, Vets, your 2nd Amendment - and will end your Tax Cuts”",https://twitter.com/realDonaldTrump/status/1026781688167366656
Danny O’Connor,Congressional candidate ,“a total puppet for Nancy Pelosi and Maxine Waters”,https://twitter.com/realDonaldTrump/status/1025920076279627776
Danny O’Connor,Congressional candidate ,"“wants to raise your taxes, open your borders, and take away your 2nd Amendment”",https://twitter.com/realDonaldTrump/status/1025920076279627776
Danny O’Connor,Congressional candidate ,"“weak on Crime, Borders & your 2nd Amendment”",https://twitter.com/realDonaldTrump/status/1025728712560594946
Danny O’Connor,Congressional candidate ,“wants to raise your Taxes (by a lot)”,https://twitter.com/realDonaldTrump/status/1025728712560594946
Danny O’Connor,Congressional candidate ,“a Nancy Pelosi Liberal”,https://twitter.com/realDonaldTrump/status/1020811550771294211
Danny O’Connor,Congressional candidate ,“WEAK on Crime & Borders”,https://twitter.com/realDonaldTrump/status/1020811550771294211
Lawrence O'Donnell,"Television host, MSNBC",“a fool”,https://twitter.com/realDonaldTrump/status/621768615520440321
Lawrence O'Donnell,"Television host, MSNBC",“dopey”,https://twitter.com/realDonaldTrump/status/621768615520440321
Lawrence O'Donnell,"Television host, MSNBC",“dopey political pundit”,https://twitter.com/realDonaldTrump/status/614045285724102656
Lawrence O'Donnell,"Television host, MSNBC",“one of the dumber people on television”,https://twitter.com/realDonaldTrump/status/614045285724102656
Nellie Ohr,Contractor for firm behind Steele dossier,“Collusion”,https://twitter.com/realDonaldTrump/status/1035148684432953346
Bruce Ohr,Department of Justice official,“How the hell is Bruce Ohr still employed at the Justice Department?”,https://twitter.com/realDonaldTrump/status/1034821067423014913
Bruce Ohr,Department of Justice official,“A total joke!”,https://twitter.com/realDonaldTrump/status/1031550517552603138
Bruce Ohr,Department of Justice official,“A creep thinking he would get caught in a dishonest act”,https://twitter.com/realDonaldTrump/status/1030241273784020993
John Oliver,"Comedian, Host, “Last Week Tonight”",“very boring and low rated show”,https://twitter.com/realDonaldTrump/status/660597552023228416
Martin O'Malley,Former Maryland governor,“failed”,https://twitter.com/realDonaldTrump/status/665735985704095744
Martin O'Malley,Former Maryland governor,“a clown”,https://twitter.com/realDonaldTrump/status/665735985704095744
Martin O'Malley,Former Maryland governor,“has very little chance”,https://twitter.com/realDonaldTrump/status/654102127921524736
Opponents of Civil War memorials,,“So foolish!”,http://twitter.com/realDonaldTrump/status/898171544236687361
“The O'Reilly Factor”,Fox News program,“why don't you have some knowledgeable talking heads on your show for a change”,https://twitter.com/realDonaldTrump/status/646125739918655489
“The O'Reilly Factor”,Fox News program,“Boring!”,https://twitter.com/realDonaldTrump/status/646125739918655489
Beto O’Rourke,Candidate for U.S. Senate ,“a total lightweight”,https://twitter.com/realDonaldTrump/status/1053338516501889025
Beto O’Rourke,Candidate for U.S. Senate ,“wants higher taxes and far more regulations”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“is not in the same league with Ted Cruz”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“a Flake!”,https://twitter.com/realDonaldTrump/status/1052527724143763456
Beto O’Rourke,Candidate for U.S. Senate ,“would blow it all!”,https://twitter.com/realDonaldTrump/status/1052529703800721408
Beto O’Rourke,Candidate for U.S. Senate ,“a disaster for Texas”,https://twitter.com/realDonaldTrump/status/1035575198169411584
Beto O’Rourke,Candidate for U.S. Senate ,"“weak on Second Amendment, Crime, Borders, Military, and Vets!”",https://twitter.com/realDonaldTrump/status/1035575198169411584
Jon Ossoff,Former Democratic congressional candidate in Georgia,“wants to raise your taxes to the highest level”,http://twitter.com/realDonaldTrump/status/877101173412638720
Jon Ossoff,Former Democratic congressional candidate in Georgia,“weak on crime and security”,http://twitter.com/realDonaldTrump/status/877101173412638720
Jon Ossoff,Former Democratic congressional candidate in Georgia,“doesn't even live in district”,http://twitter.com/realDonaldTrump/status/877101173412638720
Jon Ossoff,Former Democratic congressional candidate in Georgia,“can't even vote in the district he wants to represent”,http://twitter.com/realDonaldTrump/status/876900944444837890
Jon Ossoff,Former Democratic congressional candidate in Georgia,“doesn't live there!”,http://twitter.com/realDonaldTrump/status/876901304207069185
Jon Ossoff,Former Democratic congressional candidate in Georgia,“wants to raise taxes & kill healthcare”,http://twitter.com/realDonaldTrump/status/876901304207069185
Jon Ossoff,Former Democratic congressional candidate in Georgia,“would be a disaster in Congress”,https://twitter.com/realDonaldTrump/status/854283110191685634
Jon Ossoff,Former Democratic congressional candidate in Georgia,“VERY weak on crime and illegal immigration”,https://twitter.com/realDonaldTrump/status/854283110191685634
Jon Ossoff,Former Democratic congressional candidate in Georgia,“bad for jobs”,https://twitter.com/realDonaldTrump/status/854283110191685634
Jon Ossoff,Former Democratic congressional candidate in Georgia,“wants higher taxes”,https://twitter.com/realDonaldTrump/status/854283110191685634
Jon Ossoff,Former Democratic congressional candidate in Georgia,“will raise your taxes”,https://twitter.com/realDonaldTrump/status/854284952539725828
Jon Ossoff,Former Democratic congressional candidate in Georgia,“very bad on crime & 2nd A.”,https://twitter.com/realDonaldTrump/status/854284952539725828
Jon Ossoff,Former Democratic congressional candidate in Georgia,“doesn't even live in the district”,https://twitter.com/realDonaldTrump/status/854433960566431746
Jon Ossoff,Former Democratic congressional candidate in Georgia,“super Liberal”,https://twitter.com/realDonaldTrump/status/853964023846588420
Jon Ossoff,Former Democratic congressional candidate in Georgia,"“wants to protect criminals, allow illegal immigration and raise taxes!”",https://twitter.com/realDonaldTrump/status/853964023846588420
