"name","my_party","gender.x","my_race","my_type","occupation","office2","gender.y","type","state.x","district","party.y","senate_class","party.x","branch","nationality","office","office3","rank","state.y","state_house","img1","img2","img3","img4"
"adam schiff","d","male","w","rep",NA,NA,"M","rep","CA",28,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f1/Rep._Adam_Schiff_with_Ehud_Barak_at_HISF2014_%2815232331943%29.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4c/Adam_Schiff%2C_Maria_Karras%2C_and_Heather_Podesta.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/Adam_Schiff_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Adam_Schiff_115th_official_photo.jpg"
"al franken","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic-Farmer-Labor]]",NA,NA,NA,NA,NA,NA,NA,"[[Minnesota]]",NA,"https://upload.wikimedia.org/wikipedia/commons/4/40/Senator_Paul_Simon_and_comedian_Al_Franken.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Al_Franken_Signature.svg","https://upload.wikimedia.org/wikipedia/commons/7/70/Al_Franken_Official_Senate_Portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/4/44/Al_Franken_at_Ramstein_Air_Force_Base%2C_Dec_2000.jpg"
"alec baldwin","d","male","w","celeb","Actor, writer, comedian , producer",NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/49/Alec_Baldwin%2C_Hilaria_Thomas.jpg","https://upload.wikimedia.org/wikipedia/commons/7/71/Alec_Baldwin_by_Gage_Skidmore.jpg",NA,NA
"andrew cuomo","d","male","w","politician",NA,"11th [[United States Secretary of Housing and Urban Development]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,"11th [[United States Secretary of Housing and Urban Development]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/3/33/GovernorMarioCuomo.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c6/CuomoAckerman.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3e/Andrew_Cuomo_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/1/17/HUD_Secretary_Andrew_Cuomo.jpg"
"andrew jackson","d","male","w","politician",NA,NA,NA,NA,NA,NA,"{{plainlist|
* [[Democratic Party (United States)|Democratic]] (after 1828)
* [[Jacksonian democracy|Jacksonian]] (1825–1828)
* [[Democratic-Republican Party|Democratic-Republican]] (Before 1825)}}",NA,NA,"{{army|United States}}","American","President of the United States",NA,"{{plainlist|
* [[File:Army-USA-OF-07.svg|35px]] [[Major General (United States)|Major General]] ([[United States Army]]) 1814
* [[File:Army-USA-OF-07.svg|35px]] [[Major General (United States)|Major General]] ([[United States Volunteers]]) 1812
* [[File:US-O8 insignia.svg|25px]] [[Major General (United States)|Major General]] ([[Tennessee Army National Guard|Tennessee Militia]]) 1802}}",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c2/JacksonAssassinationAttempt.jpg","https://upload.wikimedia.org/wikipedia/commons/2/24/JACKSON%2C_Andrew-President_%28BEP_engraved_portrait%29.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Andrew_Jackson_Tomb.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c1/Andrew_Jackson_Signature-.svg"
"anthony d. weiner","d","male","w","politician",NA,"Member of the [[New York City Council]]<br />from the 48th district",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,"Member of the [[New York City Council]]<br />from the 48th district",NA,"New York",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c0/NLN_Anthony_Weiner.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Anthony_Weiner%2C_official_portrait%2C_112th_Congress.jpg",NA,NA
"bakari sellers","d","male","b","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,"South Carolina","South Carolina",NA,NA,NA,NA
"barack obama","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"President of the United States",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Obama.svg","https://upload.wikimedia.org/wikipedia/commons/b/b6/Obamamiltondavis1.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Obamas_at_church_on_Inauguration_Day_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Obama-venice-la.jpg"
"ben cardin","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,"American",NA,NA,NA,"Maryland",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b8/Cardin_testifying_before_house_subcommittee.jpg","https://upload.wikimedia.org/wikipedia/commons/1/19/Cardin_calling_for_troops_to_withdraw.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fb/Ben_Cardin_official_Senate_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Cardin_bartlett_davis.jpg"
"bernie sanders","d","male","w","politician",NA,"Chair of the [[Senate Veterans' Affairs Committee]]",NA,NA,NA,NA,"[[Independent politician#United States|Independent]] (1979–2015; 2016–present)",NA,NA,NA,NA,NA,"Chair of the [[Senate Veterans' Affairs Committee]]",NA,"[[Vermont]]",NA,"https://upload.wikimedia.org/wikipedia/commons/4/40/Sanders_Introduces_%2415_Minimum_Wage.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bc/Sanders_swearing-in3.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/Bernie_Seattle_07.jpg","https://upload.wikimedia.org/wikipedia/commons/7/77/Bernie_Sanders_signature.svg"
"bill clinton","d","male","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d7/Reagans_with_the_Clintons.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Obama_and_Bill_Clinton.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/President_Clinton_greets_the_crowd_at_Spangdahlem_Air_Base.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b9/President_Clinton_talks_with_Col._Paul_Fletcher%2C_USAF.jpeg"
"bill de blasio","d","male","w","politician",NA,"Member of the [[New York City Council]]<br>from the 39th district",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"109th [[Mayor of New York City]]","Member of the [[New York City Council]]<br>from the 39th district",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/4/44/Bill_de_Blasio_and_family.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Bill_de_Blasio_Signature.png","https://upload.wikimedia.org/wikipedia/commons/a/aa/Bill_de_Blasio_%26_Avigdor_Lieberman.jpg","https://upload.wikimedia.org/wikipedia/commons/0/08/Bill_de_Blasio_Inauguration.jpg"
"bob casey","d","male","w","politician",NA,"34th [[Pennsylvania Treasurer|Treasurer of Pennsylvania]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,"34th [[Pennsylvania Treasurer|Treasurer of Pennsylvania]]",NA,"[[Pennsylvania]]",NA,"https://upload.wikimedia.org/wikipedia/commons/3/36/CaseyPA.JPG","https://upload.wikimedia.org/wikipedia/commons/3/30/Bob_Casey_Jr._official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e6/Bob_Casey%2C_Jr._DNC_2008.jpg",NA
"chelsea clinton","d","female","w","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/c/c9/Chelsea_Clinton_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/29/Chelsea_Clinton.png","https://upload.wikimedia.org/wikipedia/commons/a/a7/Chelsea_Clinton_DNC_July_2016_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/65/Chelsea_Clinton_DNC_2008.jpg"
"chelsea manning","d","female","w","X",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,"[[Americans|American]]",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/e/e2/Chelsea_Manning_signature.svg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Bradley_Manning_US_Army.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Bradley_Manning_2_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8c/Chelsea_Manning%2C_20_January_2018.jpg"
"chris wallace","d","male","w","news","Host of ''[[Fox News Sunday]]''",NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/79/Interview_with_Chris_Wallace_%2822568334387%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8e/Chris_Wallace_1975.JPG","https://upload.wikimedia.org/wikipedia/commons/9/97/Chris_Wallace_%281%29.jpg",NA
"chuck schumer","d","male","w","sen",NA,"Chair of the [[Senate Democratic Policy Committee]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"[[Party leaders of the United States Senate|Senate Minority Leader]]","Chair of the [[Senate Democratic Policy Committee]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/d/d8/President_Barack_Obama_is_met_by_Sen._Chuck_Schumer.jpg","https://upload.wikimedia.org/wikipedia/commons/9/97/Chuck_Schumer_49th_Binghamton_Parade_Day.jpeg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Charles_Schumer_official_portrait.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/Chuck_Schumer_official_photo.jpg"
"claire mccaskill","d","female","w","sen",NA,"34th [[State Auditor of Missouri|Auditor of Missouri]]","F","sen","MO",NA,"[[Democratic Party (United States)|Democratic]]",1,"Democrat",NA,NA,NA,"34th [[State Auditor of Missouri|Auditor of Missouri]]",NA,"[[Missouri]]",NA,"https://upload.wikimedia.org/wikipedia/commons/5/53/Claire_McCaskill_2008_DNC_%282894751306%29_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/78/Sen._Claire_McCaskill_speaks_in_Columbia_Mar._2014.jpg","https://upload.wikimedia.org/wikipedia/commons/9/91/Claire_McCaskill%2C_Senate_photo%2C_speaking_during_a_committee_meeting%2C_January_12%2C_2007.JPG","https://upload.wikimedia.org/wikipedia/commons/a/ad/Claire_McCaskill%2C_113th_official_photo.jpg"
"condoleezza rice","d","female","b","govt",NA,"[[Stanford University|Provost of Stanford University]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]] (Before 1982)<br>[[Republican Party (United States)|Republican]] (1982–present)",NA,NA,NA,NA,"66th [[United States Secretary of State]]","[[Stanford University|Provost of Stanford University]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f9/Yoyoma_rice.jpg","https://upload.wikimedia.org/wikipedia/commons/8/83/Former_Secretary_Rice_Chats_With_a_Member_of_the_Saudi_Royal_Family.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Condoleezza_Rice_cropped.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fa/Condoleezza_Rice_and_Micha%C3%ABlle_Jean.jpg"
"conor lamb","d","male","w","rep",NA,NA,"M","rep","PA",18,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat","{{Marines|United States}}",NA,NA,NA,"{{Dodseal|USMCO3|25}} [[Captain (United States O-3)|Captain]] (active)<br> {{Dodseal|USMCO4|25}} [[Major (United States)|Major]] (reserve)","[[Pennsylvania]]",NA,"https://upload.wikimedia.org/wikipedia/commons/8/8e/LAMB_LogoMed.png","https://upload.wikimedia.org/wikipedia/commons/b/b4/Conor_Lamb_%2840636199252%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0d/Conor_Lamb.jpg",NA
"cory booker","d","male","b","sen",NA,"Member of the [[Newark, New Jersey|Newark City Council]]<br>from the Central Ward","M","sen","NJ",NA,"[[Democratic Party (United States)|Democratic]]",2,"Democrat",NA,NA,NA,"Member of the [[Newark, New Jersey|Newark City Council]]<br>from the Central Ward",NA,"[[New Jersey]]",NA,"https://upload.wikimedia.org/wikipedia/commons/9/90/CyVance_CoryBooker.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Senator_Booker_Meets_with_Judge_Garland_%2826330245741%29.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Cory_Booker%2C_official_portrait%2C_114th_Congress.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Cory_Book_Gayle_King_2011_Shankbone.JPG"
"debbie wasserman schultz","d","female","w","rep",NA,NA,"F","rep","FL",23,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat",NA,NA,NA,NA,NA,"[[Florida]]",NA,"https://upload.wikimedia.org/wikipedia/en/9/99/Representation_Debbie_Wasserman_Schultz.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Debbie_wasserman_schultz_signature.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6e/Debbie_Wasserman_Schultz_official_photo.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/DNC_Chair_Rep._Debbie_Wasserman_Schultz_speaks_to_College_Democrats.jpg"
"dianne feinstein","d","female","w","sen",NA,"Vice Chair of the <br>[[United States Senate Select Committee on Intelligence|Senate Intelligence Committee]]","F","sen","CA",NA,"[[Democratic Party (United States)|Democratic]]",1,"Democrat",NA,NA,NA,"Vice Chair of the <br>[[United States Senate Select Committee on Intelligence|Senate Intelligence Committee]]",NA,"[[California]]",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c2/Mayor_Diane_Feinstein_Cable_Car.jpeg","https://upload.wikimedia.org/wikipedia/commons/b/b2/Dianne_Feinstein_2010.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7d/Dianne_Feinstein%2C_official_Senate_photo_2.jpg","https://upload.wikimedia.org/wikipedia/commons/0/01/DianneFeinstein.jpg"
"dick durbin","d","male","w","sen",NA,"[[Party leaders of the United States Senate|Senate Majority Whip]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"[[Party leaders of the United States Senate|Senate Minority Whip]]","[[Party leaders of the United States Senate|Senate Majority Whip]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a6/Dick_Durbin_with_Elena_Kagan.jpg","https://upload.wikimedia.org/wikipedia/commons/d/dd/Obama%2CBiden%2CRichard_Durbin_and_Steny%2CHoyer.jpg","https://upload.wikimedia.org/wikipedia/commons/5/54/Dick_Durbin_and_Raj_Date.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Dick_Durbin_DNC_2008.jpg"
"donna brazile","d","female","b","politician",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"Chair of the [[Democratic National Committee]]<br> {{small|Acting}}",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/f/f7/Donna_Brazile_in_2014_at_the_Kaiser_Permanente_Center_for_Total_Health.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Donna_Brazile_Nashua_Oct_2016_02.jpg",NA,NA
"donny deutsch","d","male","w","media","Chairman of [[Deutsch Inc.]]",NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
"doug jones","d","male","w","sen",NA,NA,"M","sen","AL",NA,"[[Democratic Party (United States)|Democratic]]",2,"Democrat",NA,NA,NA,NA,NA,"[[Alabama]]",NA,"https://upload.wikimedia.org/wikipedia/commons/6/6d/Doug_Jones_election_watch_party_%2839007876972%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/Doug_Jones_Cherry_Trial_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/5/53/Doug_Jones_Biden_Event.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7d/Senator_Doug_Jones_official_photo.jpg"
"doug schoen","d","male","w","media",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,"United States",NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20161201223606%21Blue_pencil.svg","https://upload.wikimedia.org/wikipedia/commons/archive/7/73/20120912121406%21Blue_pencil.svg",NA
"elijah e. cummings","d","male","b","rep",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,"[[Maryland]]",NA,"https://upload.wikimedia.org/wikipedia/commons/c/c8/Elijah_Cummings_113th_Congress.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Elijah_Cummings_%283080908579%29_%28cropped%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7d/Elijah_Eugene_Cummings_signature.svg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Elijah_Cummings23.jpg"
"elizabeth warren","d","female","w","sen",NA,"Special Advisor for the [[Consumer Financial Protection Bureau]]","F","sen","MA",NA,"[[Democratic Party (United States)|Democratic]] (1996–present)",1,"Democrat",NA,NA,NA,"Special Advisor for the [[Consumer Financial Protection Bureau]]",NA,"[[Massachusetts]]",NA,"https://upload.wikimedia.org/wikipedia/commons/0/04/Elizabeth_Warren_by_David_Shankbone.jpg","https://upload.wikimedia.org/wikipedia/commons/8/82/Elizabeth_Warren--Official_113th_Congressional_Portrait--.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6a/Elizabeth_Warren%2C_official_portrait%2C_114th_Congress.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fc/Elizabeth_Warren_CFPB.jpg"
"eric schneiderman","d","male","w","foreign leader",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,"65th [[Attorney General of New York]]",NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Eric_Schneiderman_Endorsed_by_Andrew_Cuomo_for_NYS_AG.jpeg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Eric_Schneiderman-Tony_West-DOJ2012_%28cropped%29.jpg",NA,NA
"frederica wilson","d","female","b","rep",NA,NA,"F","rep","FL",24,"[[Democratic Party (United States)|Democratic]]",NA,"Democrat",NA,NA,NA,NA,NA,"[[Florida]]",NA,"https://upload.wikimedia.org/wikipedia/commons/6/60/Frederica_Wilson_official_House_portrait.jpg",NA,NA,NA
"greg sargent","d","male","w","news",NA,NA,NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg","https://upload.wikimedia.org/wikipedia/commons/9/91/Flag_of_the_Hispanicity.svg","https://upload.wikimedia.org/wikipedia/commons/2/28/Flag_of_Puerto_Rico.svg","https://upload.wikimedia.org/wikipedia/commons/8/80/Kerri_Evelyn_Harris_and_Alexandria_Ocasio-Cortez_1.jpg"
"harry truman","d","male","w","X",NA,"34th [[Vice President of the United States]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]]",NA,NA,"[[United States Army]]<br />[[Missouri National Guard]]<br />[[United States Army Reserve]]",NA,"President of the United States","34th [[Vice President of the United States]]","[[File:Army-USA-OF-01a.svg|border|35px]] [[First lieutenant#U.S. Army, U.S. Marine Corps and U.S. Air Force|First Lieutenant]] (National Guard)<br/>[[File:Army-USA-OF-03.svg|border|35px]] [[Major (United States)|Major]] (Army)<br />[[File:Army-USA-OF-05.svg|border|35px]] [[Colonel (United States)|Colonel]] ([[United States Army Reserve|Reserve]])",NA,NA,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Truman-Mother-LIFE-1944.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Truman_receives_menorah.jpg","https://upload.wikimedia.org/wikipedia/en/2/28/Deweytruman12.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Truman_initiating_Korean_involvement.jpg"
"heidi heitkamp","d","female","w","sen",NA,"20th [[North Dakota Office of State Tax Commissioner|Tax Commissioner of North Dakota]]","F","sen","ND",NA,"[[Democratic Party (United States)|Democratic]]",1,"Democrat",NA,NA,NA,"20th [[North Dakota Office of State Tax Commissioner|Tax Commissioner of North Dakota]]",NA,"[[North Dakota]]",NA,"https://upload.wikimedia.org/wikipedia/commons/b/b3/Heidi_Heitkamp_official_portrait_113th_Congress.jpg",NA,NA,NA
"hillary clinton","d","female","w","politician",NA,"[[First Lady of the United States]]",NA,NA,NA,NA,"[[Democratic Party (United States)|Democratic]] (1968–present)",NA,NA,NA,NA,"67th [[United States Secretary of State]]","[[First Lady of the United States]]",NA,NA,NA,"https://upload.wikimedia.org/wikipedia/commons/5/59/Obama_and_Clinton_at_Transfer_of_Remains_Ceremony_for_Benghazi_attack_victims_Sep_14%2C_2012.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/U.S._Secretary_of_State_Hillary_Rodham_Clinton%2C_left%2C_greets_Service_members_after_her_speech_at_Andersen_Air_Force_Base%2C_Guam_101029-N-QE566-002.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Reagans_with_the_Clintons.jpg","https://upload.wikimedia.org/wikipedia/commons/5/58/Secretary_Clinton_Meets_With_King_Abdullah.jpg"
